La_Chelo|La misma UCO que hablaba de poner una bomba lapa en el coche del presidente o esta UCO es otra . Estos señores que llevan toda la vida mandando de generación en generación y no respetan las leyes democráticas no deberían ocupar cargo alguno en ninguna institución. Viendo lo que son capaces de escribir no se le puede dar ni un tirachinas no sea que se hagan daño o lo que es peor hagan daño a otros .
Miraluna|¡JUANMA MORENO! ¿Y tu que has hecho en todo esto después de seis años? NAAAAAADA. Los mismos enchufados en los mismos puestos de privelegio por tener el carnet del PSOE. Ni siquiera has removido cargos directivos por miedo a molestar.... ¡¡COBARDE!!! ANDALUCIA EMPRENDE. 49 MILLONES DE EUROS AL AÑO manteniendo a los mismos directivos y privilegiados que puso el PSOE sin concurso ni oposición, sólo por ser significados del partido. No es que los eches. es que no los sigas privilegiando. ¡¡Pero que menos que eso!!
Airborne|@ADELE MAMPORRERO DEL PSOE LO MAS RIDICULO QUE PUEDE EXISTIR EN TODO ESTE HILO DE LA NOTICIA LEYENDO SUS POST.
ToujoursauContraire|La cosa es así, Sánchez, hace unos meses, desaloja al presidente de Telefónica, José María Álvarez-Pallete y le sustituye por uno de los suyos, Marc Murtra. Este sí se aviene al enjuague de contratar al hijo de Conde-Pumpido, Gonzalo, con un sueldazo de 100.000 euros con treinta añitos recién cumplidos y sin apenas experiencia laboral gracias a Sánchez. Así que papá Pumpido juzga que los cientos de millones perdidos de los ERE fueron legalmente sustraídos por el PSOE ¿Hacen falta más pistas para saber que pasará con la Faffe?
Airborne|@ADELE_ #396 Cerrar @ Airborne # 391 @ Airborne # 390 Que sí, que Mazón ahogó chulifresi y el novio de Ayuso robó chupiguay. Sí, arriba España, cálmese. NO SOY DEL PP MAMPORRERO DEL PSOE Y DEBES DE ABURRIRTE O QUIZAS TE PAGAN POR ESTAR HACIENDO EL RIDICULO EN CADA POST QUE ESCRIBES LOS DEL PSOE QUE ES LO QUE SABEN HACER LOS INEPTOS E INCOMPETENTES
ADELE_|@chilper463274_24 #392 Cerrar @ ADELE_ # 369 La noticia de enchufados de la faffe del PSOE a admitir responsabilidades penales como buenos socialistas. Robar , ser enchufado y trabajar poco es el programa electoral del PSOE( aunque su programa suele ser una hoja en blanco con las palabras "ERE corrupto"). Sí, la manifestación de ayer de Vox fue un gran éxito. Y la Tierra es plana, por mucho que los rojos digan que es redonda, ja, qué absurdos son.
Boring|Me parece un acierto el disponer de un sitio como éste para poder meter a todas las Jéssicas y demás familia!.
ToujoursauContraire|El PSOE, el partido más corrupto de Europa, tiene en su variopinto catálogo hasta vínculos con el narcotráfico en Canarias. Pero hay de todo además de la FAFFE; abundan las marisquerías de barrio, las prostitutas valencianas, un fiscal jefe de confianza, los sindicalistas de lo ajeno, saunas gay, un máster universitario trucho, periodistas sicarios, blanqueamiento de los ERE, la narco-venezolana amiga de Zapatero, la amnistía a los golpistas, el hermano enchufado, un presidente del TC y altos cargos de empresas privadas y públicas prestos a hacer lo que diga el "p. amo" Un Estado de corrupción general con la Rosa Nostra sanchista.
ADELE_|@Airborne #391 Cerrar @ ADELE_ # 387 AQUI TENEMOS AL MAMPORRERO DEL PSOE VAMOS EL TIPICO ZURDERAS CIEGO QUE SIGUE SIN VER LA REALIDAD Y DEFENDEINDO A CAPA Y ESPADA A SU AMO PEDRO SANCHEZ @Airborne #390 Cerrar @ ADELE_ # 354 AQUI TENEMOS AL TIPICO MAMPORRERO DEL PSOE DEFENDIENDO LO INDEFENDIBLE DE LA CORRUPCIÓN Y FANGO DEL PSOE Que sí, que Mazón ahogó chulifresi y el novio de Ayuso robó chupiguay. Sí, arriba España, cálmese.
Atlanta47|Y fuego se quejan de que se la quieran cargar, pero si simplemente es por cuestión de supervivencia de Pedro Sanchez y sus corruptelas familiares.
elabarquero|@revuelta #371 Cerrar Pero cuanto pagan a esta ADELE por estar todo el día aquí!! La pagarán con dinero público que como no es de nadie! El dinero público es de todos y por tanto todos debemos preservarlo de la malversación.
Atlanta47|@N0RL #252 Cerrar El Ibex 35 apunta a su mejor mes de mayo de toda la historia. El índice nacional sube cerca del 7% a falta de cerrar la sesión de este viernes con los bancos disparados. Diez comentarios tiene esta noticia. @N0RL #252 Cerrar El Ibex 35 apunta a su mejor mes de mayo de toda la historia. El índice nacional sube cerca del 7% a falta de cerrar la sesión de este viernes con los bancos disparados. Diez comentarios tiene esta noticia. Sera porque a la gente ya no las engañáis tan fácilmente -.Con este gobierno Sanchista los únicos que están ganando son sus amigos ricos y los bancos, los trabajadores al contrario, cada día tenemos un poder adquisitivo mas bajos y sueldos peores que hace 15 años. Cuando bajemos de los casi los 3,5 millones de parados me avisas otra vez
chilper463274_24|@ADELE_ #369 Cerrar Ni esperes que @ chilper463274_24 admita que Sánchez ganó las elecciones de 2023. Los fascistas nunca asumen sus derrotas. La noticia de enchufados de la faffe del PSOE a admitir responsabilidades penales como buenos socialistas. Robar , ser enchufado y trabajar poco es el programa electoral del PSOE( aunque su programa suele ser una hoja en blanco con las palabras "ERE corrupto").
Airborne|@ADELE_ #387 Cerrar @ revuelta # 368 No sea pesado, señor. Y aprenda a escribir. AQUI TENEMOS AL MAMPORRERO DEL PSOE VAMOS EL TIPICO ZURDERAS CIEGO QUE SIGUE SIN VER LA REALIDAD Y DEFENDEINDO A CAPA Y ESPADA A SU AMO PEDRO SANCHEZ
Airborne|@ADELE_ #354 Cerrar @ estoestaplagadoderojos # 352 Señor, yo no tengo la culpa de que Vox perdiese 19 escaños. Ni que fuese tan divertido, juas. AQUI TENEMOS AL TIPICO MAMPORRERO DEL PSOE DEFENDIENDO LO INDEFENDIBLE DE LA CORRUPCIÓN Y FANGO DEL PSOE
ADELE_|@QueAscodeTipo #388 Cerrar Mientras que la situación de la pobreza infantil ha empeorado para España, puesto que hace poco más de un año, Rumanía y Bulgaria eran los líderes indiscutibles de este indicador, hoy España le ha 'robado' la segunda plaza a Rumanía según el reciente informe de Eurostat. Entre tanto estas malas personas de Moncloa no dejan de despilfarrar en tropelías y correrías los impuestos que recaudan a los españoles y que tanto esfuerzo cuesta ganar Pues nada, habrá que votar al PP. Me gustó lo que hicieron en Valencia, ahogaron bastante bien. Vox creo que ya no sigue, ¿no?
QueAscodeTipo|Mientras que la situación de la pobreza infantil ha empeorado para España, puesto que hace poco más de un año, Rumanía y Bulgaria eran los líderes indiscutibles de este indicador, hoy España le ha 'robado' la segunda plaza a Rumanía según el reciente informe de Eurostat. Entre tanto estas malas personas de Moncloa no dejan de despilfarrar en tropelías y correrías los impuestos que recaudan a los españoles y que tanto esfuerzo cuesta ganar
ADELE_|@revuelta #368 Cerrar Pero cuanta gentuza junta! Y se llaman políticos! No sea pesado, señor. Y aprenda a escribir.
Erpresi|Espadas, dónde está la "worperfec", pelota, que eres el pelota andaluz número uno del de la Moncloaca.
ADELE_|@revuelta #371 Cerrar Pero cuanto pagan a esta ADELE por estar todo el día aquí!! La pagarán con dinero público que como no es de nadie! "Cuánto" lleva tilde. Está claro que a usted no le paga nadie, quién iba a pagar por eso, señor. Pues nadie.
tigredesn|Lo grave es que siguen cobrando de la Junta de Andalucía, sin ser funcionarios de carrera, esto es, sin haber demostrado competencia profesional alguna, y con sueltos más altos que los funcionarios. Es un escándalo que los actuales dirigentes de la Junta de Andalucía los sigan manteniendo.
ADELE_|@Pratchett #376 Cerrar @ ADELE_ # 353 La muleta verde de Pedro cada vez tapa menos...eso tampoco te gusta eh? Ayer no comentó usted nada cuando procesaron al novio de Ayuso. ¿No le parece que robó rico rico y con fundamento?
N0RL|@GolaniSheli #375 Cerrar @ N0RL # 252 Nada mejor que poner datos en manos de quien no sabe comprender lo que significan. El IBEX ha cerrado hoy en 14.152,20 puntos y durante este mes el índice ha subido un 6,5 por 100. Pero, con todo ello, todavía estamos por debajo del máximo que ese índice alcanzó en su historia: 15.945,70 puntos el 8 de noviembre de 2007. Y eso que ya han pasado más de diecisiete años. pues nada Rodrigo Rato, vas y se lo rebates al Mundo que no miente jamás.
Erpresi|Llevan, después de Franco, 50 años robando, y todavía ninguno de los que han metido la mano en ese partido ha ido a la cárcel.
CapiT|Los comegambas que predican la justicia social de la Yoli y el progresismo sanchista... todo por la gamba levanta el puño y canta La internacional
Ylaverdad|A la trena y que devuelvan el dinero embargando sus bienes y los del partido PS
ToujoursauContraire|Con el sanchismo el PSOE ha alcanzado un hito: nunca la corrupción había alcanzado al núcleo más puro del poder y nunca las consecuencias habían sido visibles en plazo tan corto. De hecho el deterioro institucional del sanchismo ha frenado hasta un 20 % la renta per cápita de España en cinco años. El Banco de España (dirigido por un ex ministro sanchista) cuantifica en un 3,8% anual lo que mejoraría la productividad del país, si lograra mejorar la calidad de sus instituciones y la eficiencia en la Administración al nivel de Dinamarca.
AMV|Pero pagar sueldos de monitores para niños con necesidades especiales en los colegios públicos no hay dinero y tienen que ir sus madres para llevarles al cuarto de baño o subir escaleras
Pratchett|@ADELE_ #353 Cerrar @ estoestaplagadoderojos # 345 "Denúnciese" lleva tilde. Y en todo caso sería "Denúncielo". Vox, ¿verdad? La muleta verde de Pedro cada vez tapa menos...eso tampoco te gusta eh?
GolaniSheli|@N0RL #252 Cerrar El Ibex 35 apunta a su mejor mes de mayo de toda la historia. El índice nacional sube cerca del 7% a falta de cerrar la sesión de este viernes con los bancos disparados. Diez comentarios tiene esta noticia. Nada mejor que poner datos en manos de quien no sabe comprender lo que significan. El IBEX ha cerrado hoy en 14.152,20 puntos y durante este mes el índice ha subido un 6,5 por 100. Pero, con todo ello, todavía estamos por debajo del máximo que ese índice alcanzó en su historia: 15.945,70 puntos el 8 de noviembre de 2007. Y eso que ya han pasado más de diecisiete años.
cgqll|Pedro Sánchez va a poner a la OCU dependiendo del Fiscal General del Estado. Delincuente que lleva un año huyendo de la Justicia. Mafia pura
Mejangan|Por amor De Dios!! Que alguien para esto ya!!!!
AMV|Pues espero que devuelvan todo lo cobrado y con intereses
revuelta|Pero cuanto pagan a esta ADELE por estar todo el día aquí!! La pagarán con dinero público que como no es de nadie!
Fasfas|@chilper463274_24 #364 Cerrar @ alataquel # 338 No esperes que ADELE escriba sobre la noticia de los sobresueldos de los enchufados de la FAFFE del PSOE ni sobre cualquier cosa que perjudique al PSOE en cualquier noticia, siempre cambia a cualquier otro tema que no tiene que ver con la noticia cuando no sabe que decir. pero eso lo hacen todos los que intentan defender a Sánchez cuando no tienen argumentos, irse por los 'Cerros de Úbeda". O eso, o mentir e inventar descaradamente.
ADELE_|Ni esperes que @chilper463274_24 admita que Sánchez ganó las elecciones de 2023. Los fascistas nunca asumen sus derrotas.
revuelta|Pero cuanta gentuza junta! Y se llaman políticos!
Fasfas|El socialismo no ve el Estado como una institución al servicio de todos, sino como un botín de guerra donde repartir recompensas a los leales. Pero eso es delito y lo acabarán pagando.
Airborne|JAJAJAJA Y HABLABAN DE LA CORRUPCIÓN DEL PP, ANDA QUE SE ESTAN QUEDANDO ELLOS CORTOS LOS DEL PSOE AHORA Y POR MENOS LE HICIERON UNA MOCIÓN DE CENSURA A RAJOY.
Fasfas|Grave caso de 'enchufismo' en la Faffe, donde la Guardia Civil ha detectado irregularidades en al menos 84 contrataciones, muchas de ellas vinculadas a militantes, familiares y afines del PSOE andaluz. Entre los beneficiarios está Carmen Ibanco, esposa de Juan Espadas, actual portavoz socialista en el Senado, cuyo ascenso se realizó sin proceso selectivo y contraviniendo todos los principios legales de acceso a la función pública. La Faffe ya había sido noticia por el uso de fondos en prostíbulos y drogas, pero la red de colocación paralela que allí operó demuestra que no se trataba de excesos aislados, sino de la cultura política socialista.
chilper463274_24|@alataquel #338 Cerrar @ ADELE_# 332. Como siempre sin argumentos, mintiendo, manipulando, y por supuesto, saliendo por los"Cerros de Úbeda". ¿Sabes algo de los enchufados de la FAFFE, y sus sobresueldos?. Mic - mic. No esperes que ADELE escriba sobre la noticia de los sobresueldos de los enchufados de la FAFFE del PSOE ni sobre cualquier cosa que perjudique al PSOE en cualquier noticia, siempre cambia a cualquier otro tema que no tiene que ver con la noticia cuando no sabe que decir.
ADELE_|@Tomasone #280 Cerrar @ N0RL # 252 Es que esto del corrupto PSOE os motiva a los rogelios, que os pasan lista, y os pueden dejar sin el bocata de chopper "Chopper" es una moto, Tomasón. Tomasón repitió primero de BUP, como su hermana.
ROADSTER|La fontanera reporta al electricista Santos Cerdon y el electricista al constructor de muros Sánchez. Derribos la PSOE sociedad de limitados.
in99|@estoestaplagadoderojos #339 Cerrar @ HOH # 103 Toma idiota ilústrate un poco inculto, Caso Filesa, Caso Flick, Caso Hacienda, Caso Rumasa, Caso Aller, Caso Seat, Caso AVE, Caso Arcos, Caso Guerra, Caso Roldán, Caso Gal, EREs de Andalucía, Caso Asesores, Caso Ciempozuelos, Cursos de Formación, Caso Campeón, Caso Mallén, Caso Comercio, Caso Matsa, Caso ACM, Caso Alhambra, Caso Feval, Operación Madeja, Caso Delcy, Tito Berni, Caso Koldo, etc. - la lista del PP es igual de larga y las comparaciones son odiosas
N0RL|Pasmaros, el juez peinado reconoce que se ha confundido con dos empresas y que renuncia a investigar el rescate de Air Europa. Flipar, defenderle venga.
Por7espuriosvotos|Qué callado está el marido de la uolperfet!!!
in99|@uno_que_pasaba #272 Cerrar @ in99 # 248 Pero llevan un retraso de más de 40 años de Socialismo, y ya se ve una notable mejoría. en qué?
in99|@69000 #1 Cerrar Era un secreto a voces. Lo sabia todo el mundo en Andalucia, pero nadie denunciaba. Unos por miedo, otros para no perder sus prebendas. Se creó una Administracion paralela para enchufar a amigos y familiares. Miles de estómagos agradecidos que cuestan muchos millones, pero dan votos. Después no hay dinero para Sanidad, ni para Policias, etc. Esa es el progresismo en España. Vender humo para trincar pasta. pero sigue igual me parece
N0RL|@FURILO #276 Cerrar @ N0RL # 252 más mentiras...jijijijijijiji @Tomasone #280 Cerrar @ N0RL # 252 Es que esto del corrupto PSOE os motiva a los rogelios, que os pasan lista, y os pueden dejar sin el bocata de chopper choper. La noticia es copiada del mundo. Ese es el nivel que demostráis.
N0RL|@estoestaplagadoderojos #351 Cerrar @ N0RL # 252 Ya esta el experto del IBEX ` por aqui jajajajaj la noticia está copiada del Mundo que es quien la publica. Ese es tu nivel.
ADELE_|@estoestaplagadoderojos #352 Cerrar @ ADELE_ # 331 A ti que tienes el cerebro carcomido por el germen de la ignorancia, anda corre que hoy te quedas sin tortillademortadela Señor, yo no tengo la culpa de que Vox perdiese 19 escaños. Ni que fuese tan divertido, juas.
ADELE_|@estoestaplagadoderojos #345 Cerrar @ NoEsEsto # 167 Si usted sabe algo denunciese "Denúnciese" lleva tilde. Y en todo caso sería "Denúncielo". Vox, ¿verdad?
estoestaplagadoderojos|@ADELE_ #331 Cerrar @ estoestaplagadoderojos # 198 Aprenda a escribir en español antes de dirigirse a mí, gracias. A ti que tienes el cerebro carcomido por el germen de la ignorancia, anda corre que hoy te quedas sin tortillademortadela
estoestaplagadoderojos|@N0RL #252 Cerrar El Ibex 35 apunta a su mejor mes de mayo de toda la historia. El índice nacional sube cerca del 7% a falta de cerrar la sesión de este viernes con los bancos disparados. Diez comentarios tiene esta noticia. Ya esta el experto del IBEX ` por aqui jajajajaj
ADELE_|@estoestaplagadoderojos #339 Cerrar @ HOH # 103 Toma idiota ilústrate un poco inculto, Caso Filesa, Caso Flick, Caso Hacienda, Caso Rumasa, Caso Aller, Caso Seat, Caso AVE, Caso Arcos, Caso Guerra, Caso Roldán, Caso Gal, EREs de Andalucía, Caso Asesores, Caso Ciempozuelos, Cursos de Formación, Caso Campeón, Caso Mallén, Caso Comercio, Caso Matsa, Caso ACM, Caso Alhambra, Caso Feval, Operación Madeja, Caso Delcy, Tito Berni, Caso Koldo, etc. - Pues del PP no hay ningún caso de corrupción. No, libros a mí no gustar, yo no querer. Yo voxy voxy señor.
Fasfas|Pumpi ya les hará un apaño para salir impunes.
estoestaplagadoderojos|serian más de 80 , se olvidan de los tios,y primos
ADELE_|@estoestaplagadoderojos #343 Cerrar @ ADELE_ # 140 Pues muchos aún están vivos y son peores que los de entonces Y ayer Vox triunfó en su manifestación en Madrid, acudieron cientos de miles de personas. (La realidad: no fue ni el tate).
ADELE_|@estoestaplagadoderojos #344 Cerrar @ ADELE_ # 155 jajajajajajajjajajja permiteme que me ria Pues claro, ríase todo lo que quiera del batacazo que se pegó Vox en julio del 23. Yo llevo dos años así.
estoestaplagadoderojos|@NoEsEsto #167 Cerrar Está a tiempo la UCO de investigar las cientos de contrataciones de familiares y amigos del PP de Ourense? Convendría. Si usted sabe algo denunciese
estoestaplagadoderojos|@ADELE_ #155 Cerrar @ FURILO # 145 Ya quisiera yo disfrutar lo votado, señor. Pero voté a Vox. Todavía me duele el batacazo de 2023. jajajajajajajjajajja permiteme que me ria
estoestaplagadoderojos|@ADELE_ #140 Cerrar @ EL_EMPECINADO # 119 Será porque los ganadores de la guerra tuvieron 40 años para cargarse a sus enemigos, señor? No sé, se me ocurre. Pues muchos aún están vivos y son peores que los de entonces
pedrodiablo|SI TODOS LOS PARTIDOS SON CORRUPTOS ¿PARA QUE LES VOTAMOS ENTONCES?
eurico|El PP lleva en la junta gobernando unos pocos de años.¿Como no se ha dado cuenta de tales fechorías, y ha tenido que ser la UCO los que lo ha hecho? ¿ Complicicidad o incompetencia? Todo es graves y a merced de unos malechores
ADELE_|"El Retiro cierra a partir de las 18.00 por rachas de viento y altas temperaturas el día de la inauguración de la Feria del Libro Según el último boletín extraordinario de la Aemet para la capital, se esperan rachas que alcanzarán máximos de 55 km por hora". Bueno, menos mal que en Madrid hacen caso a la AEMET. No como Mazón, que pasó mogollón.
estoestaplagadoderojos|@HOH #103 Cerrar @ pinguino1 # 81 pregunta mejor en la ventanilla del PP Alli sabem mas de cortuptos, robo, blanqueo¿ todo eso que llevais en la sangre los patrioticos jajajaj Toma idiota ilústrate un poco inculto, Caso Filesa, Caso Flick, Caso Hacienda, Caso Rumasa, Caso Aller, Caso Seat, Caso AVE, Caso Arcos, Caso Guerra, Caso Roldán, Caso Gal, EREs de Andalucía, Caso Asesores, Caso Ciempozuelos, Cursos de Formación, Caso Campeón, Caso Mallén, Caso Comercio, Caso Matsa, Caso ACM, Caso Alhambra, Caso Feval, Operación Madeja, Caso Delcy, Tito Berni, Caso Koldo, etc. -
alataquel|@ADELE_ #332 Cerrar @ Zark_7 # 200 No, hablamos ahora. Todos los muertos de la pandemia son culpa de Sánchez, pero no solo los de España, los de Filipinas también. Y Mazón ahogó de forma exquisita, pero los rojos siempre les ponen pegas a todo. . Como siempre sin argumentos, mintiendo, manipulando, y por supuesto, saliendo por los"Cerros de Úbeda". ¿Sabes algo de los enchufados de la FAFFE, y sus sobresueldos?. Mic - mic.
Salmorejo_flamenquin|Todos los enchufados siguen en la Jungla de Andalucía con el beneplácito de Juanma, no lo olvidemos. Y no olvidemos que cuando se fue al Supremo en contra de la las agencias infestadas de enchufados, la Fiscalía, dependiente de Don Mariano Rajoy Brey, los defendió. Un entre bomberos no nos pisemos la manguera. Así es el PPOE. Hasta que no lo veamos, ésto no tía arreglo
CaD|PSOE podrido. Sánchez y Susana, iros ya.
HOH|AYUSO PALANTE JAJAJA
cmabcn|@ElVentorro #306 Cerrar El juez agota las diligencias sin hallar ninguna prueba de que el fiscal general filtrase los mensajes de la pareja de Ayuso ya. Leas usted este mismo diario. Lo de intentar usar a El pais no ha funcionado. El subdirector del diario José Manuel Romero ha declarado que nunca dispusieron de ese correo electrónico hasta que fue publicado por otros medios el 13 y 14 de marzo de 2024,
MarcSym|Que devuelva lo cobrado, incluso con su patrimonio.
ADELE_|@Zark_7 #200 Cerrar @ ADELE_ # 137 De los casi 150.000 muertos de Sánchez en la pandemia hablamos el lunes, si quieres. No, hablamos ahora. Todos los muertos de la pandemia son culpa de Sánchez, pero no solo los de España, los de Filipinas también. Y Mazón ahogó de forma exquisita, pero los rojos siempre les ponen pegas a todo.
ADELE_|@estoestaplagadoderojos #198 Cerrar @ ADELE_ # 54 tu no creo ya estabas en la residencia a costa de el Aprenda a escribir en español antes de dirigirse a mí, gracias.
